Name,Mass,Radius,Orbit,Smass,Distance,Habitable,Method,Year,
Kepler-1238 b,8.88,1.93,0.06,1.3,1533,0,Transit,2016,
Kepler-1239 b,4.74,2.9,0.07,1.4,2511,0,Transit,2016,
Kepler-1240 b,1.4,1.15,0.06,0.98,614,0,Transit,2016,
Kepler-1241 b,3.47,2.63,0.13,0.84,936,0,Transit,2016,
Kepler-1242 b,17.18,2.26,0.1,0.77,682,0,Transit,2016,
Kepler-1243 b,6.1,1.75,0.13,0.96,877,0,Transit,2016,
Kepler-1244 b,2.37,1.34,0.05,1.46,764,0,Transit,2016,
Kepler-1245 b,2.97,1.43,0.05,0.86,861,0,Transit,2016,
Kepler-1245 c,2.97,1.43,0.04,0.86,861,0,Transit,2016,
Kepler-1246 b,2.44,1.36,0.09,0.73,435,0,Transit,2016,
Kepler-1247 b,19.52,2.33,0.11,0.86,1094,0,Transit,2016,
Kepler-1248 b,1.49,1.18,0.08,1.21,540,0,Transit,2016,
Kepler-1249 b,21.25,2.37,0.17,1.19,1674,0,Transit,2016,
Kepler-1250 b,8.68,1.92,0.04,0.99,1371,0,Transit,2016,
Kepler-1251 b,7.38,1.84,0.24,0.92,863,0,Transit,2016,
Kepler-1252 b,5.14,1.67,0.12,1.06,828,0,Transit,2016,
Kepler-1253 b,2.3,1.33,0.33,0.97,390,0,Transit,2016,
Kepler-1254 b,3.88,1.55,0.08,0.78,676,0,Transit,2016,
Kepler-1254 c,2.1,1.3,0.04,0.78,676,0,Transit,2016,
Kepler-1254 d,2.17,1.31,0.06,0.78,676,0,Transit,2016,
Kepler-1255 b,19.11,2.32,0.22,1.08,1344,0,Transit,2016,
Kepler-1256 b,3.4,1.49,0.11,1.17,862,0,Transit,2016,
Kepler-1257 b,3.69,1.52,0.04,0.9,1081,0,Transit,2016,
Kepler-1258 b,0.53,0.86,0.02,0.99,651,0,Transit,2016,
Kepler-1259 b,2.97,1.43,0.01,0.8,704,0,Transit,2016,
Kepler-1260 b,6.4,1.77,0.14,1.06,1041,0,Transit,2016,
Kepler-1261 b,17.18,2.26,0.24,0.82,795,0,Transit,2016,
Kepler-1262 b,7.04,1.81,0.08,0.99,1153,0,Transit,2016,
Kepler-1263 b,1.35,1.14,0.05,0.84,695,0,Transit,2016,
Kepler-1264 b,1.49,1.18,0.02,0.99,814,0,Transit,2016,
Kepler-1265 b,2.37,1.34,0.06,0.71,581,0,Transit,2016,
Kepler-1266 b,3.24,2.58,0.17,0.8,901,0,Transit,2016,
Kepler-1267 b,5.34,3.01,0.11,1.15,1628,0,Transit,2016,
Kepler-1268 b,10.88,2.03,0.24,1.06,1406,0,Transit,2016,
Kepler-1269 b,4.65,1.62,0.23,1.1,710,0,Transit,2016,
Kepler-1270 b,7.19,3.32,0.07,1.28,1204,0,Transit,2016,
Kepler-1271 b,3.31,1.48,0.04,1.13,885,0,Transit,2016,
Kepler-1272 b,20.8,2.36,0.27,1.06,896,0,Transit,2016,
Kepler-1273 b,26.25,2.49,0.18,0.94,1355,0,Transit,2016,
Kepler-1274 b,2.89,1.42,0.08,1.45,609,0,Transit,2016,
Kepler-1275 b,3.31,1.48,0.05,1.23,1280,0,Transit,2016,
Kepler-1276 b,1.54,1.19,0.11,1.14,587,0,Transit,2016,
Kepler-1277 b,4.42,1.6,0.23,0.94,606,0,Transit,2016,
Kepler-1278 b,0.89,1.01,0.04,1.11,743,0,Transit,2016,
Kepler-1279 b,6.1,1.75,0.17,1.21,1017,0,Transit,2016,
Kepler-1280 b,7.92,1.87,0.34,1.2,1006,0,Transit,2016,
Kepler-1281 b,4.77,1.64,0.04,0.87,1090,0,Transit,2016,
Kepler-1282 b,3.88,1.55,0.03,0.92,1126,0,Transit,2016,
Kepler-1283 b,8.48,1.9,0.11,1.16,1452,0,Transit,2016,
Kepler-1284 b,1.65,1.21,0.01,0.84,852,0,Transit,2016,
Kepler-1285 b,0.8,0.97,0.13,1.2,364,0,Transit,2016,
Kepler-1286 b,13.85,2.15,0.1,1,1150,0,Transit,2016,
Kepler-1287 b,3.78,1.53,0.1,0.96,1027,0,Transit,2016,
Kepler-1288 b,1.27,1.12,0.04,1.2,715,0,Transit,2016,
Kepler-1289 b,3.69,1.52,0.08,1.1,1059,0,Transit,2016,
Kepler-1290 b,2.89,1.42,0.05,0.95,1321,0,Transit,2016,
Kepler-1291 b,5.02,1.66,0.08,0.84,982,0,Transit,2016,
Kepler-1292 b,7.04,1.81,0.04,0.95,1406,0,Transit,2016,
Kepler-1293 b,0.8,0.97,0.07,1.18,770,0,Transit,2016,
Kepler-1294 b,6.39,3.19,0.46,0.99,1120,0,Transit,2016,
Kepler-1295 b,3.88,1.55,0.05,0.92,1257,0,Transit,2016,
Kepler-1296 b,0.63,0.91,0.08,0.87,631,0,Transit,2016,
Kepler-1297 b,0.8,0.97,0.03,0.99,996,0,Transit,2016,
Kepler-1298 b,2.17,1.31,0.08,1.45,498,0,Transit,2016,
Kepler-1299 b,5.16,2.98,0.14,0.94,1352,0,Transit,2016,
Kepler-1300 b,2.51,1.37,0.17,1.29,757,0,Transit,2016,
Kepler-1301 b,2.73,1.4,0.08,0.85,816,0,Transit,2016,
Kepler-1302 b,2.97,1.43,0.08,0.86,727,0,Transit,2016,
Kepler-1303 b,2.89,1.42,0.08,1.01,905,0,Transit,2016,
Kepler-1304 b,17.93,2.28,0.12,0.85,682,0,Transit,2016,
Kepler-1305 b,8.1,1.88,0.11,0.97,1343,0,Transit,2016,
Kepler-1306 b,8.48,1.9,0.12,0.98,1130,0,Transit,2016,
Kepler-1307 b,25.16,2.46,0.14,1.06,1396,0,Transit,2016,
Kepler-1308 b,0.1,0.52,0.02,0.35,73,0,Transit,2016,
Kepler-1309 b,20.8,2.36,0.17,0.85,845,0,Transit,2016,
Kepler-1310 b,2.97,1.43,0.01,0.91,583,0,Transit,2016,
Kepler-1311 b,1.81,1.24,0.1,1.05,705,0,Transit,2016,
Kepler-1311 c,1.7,1.22,0.04,1.05,705,0,Transit,2016,
Kepler-1312 b,12.42,2.09,0.06,0.99,305,0,Transit,2016,
Kepler-1313 b,6.25,1.76,0.05,0.92,187,0,Transit,2016,
Kepler-1314 b,26.46,5.11,0.05,0.6,462,0,Transit,2016,
Kepler-1315 b,2.58,1.38,0.02,0.8,505,0,Transit,2016,
Kepler-1316 b,8.79,3.54,0.39,1.04,753,0,Transit,2016,
Kepler-1317 b,3.99,1.56,0.01,0.83,734,0,Transit,2016,
Kepler-1318 b,5.85,3.1,0.63,0.73,475,0,Transit,2016,
Kepler-1319 A b,2.81,1.41,0.03,0.56,116.3,0,Primary Transit,2016,
Kepler-1319 b,2.37,1.34,0.03,0.56,114,0,Transit,2016,
Kepler-1320 b,5.54,1.7,0.02,0.8,771,0,Transit,2016,
Kepler-1321 b,23.62,4.92,0.08,0.54,547,0,Transit,2016,
Kepler-1321 c,22.16,2.4,0.03,0.54,547,0,Transit,2016,
Kepler-1322 b,4.54,1.61,0.02,0.9,1217,0,Transit,2016,
Kepler-1323 b,3.69,1.52,0.02,1.18,530,0,Transit,2016,
Kepler-1324 b,3.59,1.51,0.05,0.78,522,0,Transit,2016,
Kepler-1325 b,4.51,2.86,0.2,0.93,955,0,Transit,2016,
Kepler-1326 b,14.51,4.18,0.27,1.45,910,0,Transit,2016,
Kepler-1327 b,6.88,1.8,0.12,1.02,688,0,Transit,2016,
Kepler-1328 b,0.8,0.97,0.05,1,630,0,Transit,2016,
Kepler-1329 b,14.46,2.17,0.08,0.72,624,0,Transit,2016,
Kepler-1330 b,4.89,1.65,0.09,0.97,939,0,Transit,2016,
Kepler-1331 b,1.03,1.05,0.01,0.72,365,0,Transit,2016,
Kepler-1332 b,2.51,1.37,0.1,0.95,515,0,Transit,2016,
Kepler-1333 b,4.29,2.81,0.44,0.94,958,0,Transit,2016,
Kepler-1334 b,17.93,2.28,0.12,0.94,1047,0,Transit,2016,
Kepler-1335 b,3.05,1.44,0.06,0.77,628,0,Transit,2016,
Kepler-1336 b,9.95,1.98,0.16,0.94,822,0,Transit,2016,
Kepler-1336 c,5.68,1.71,0.06,0.94,822,0,Transit,2016,
Kepler-1337 b,22.64,2.41,0.15,0.7,588,0,Transit,2016,
Kepler-1338 b,0.66,0.92,0.02,1.04,619,0,Transit,2016,
Kepler-1339 b,0.28,0.71,0.02,0.94,267,0,Transit,2016,
Kepler-1340 b,3.88,1.55,0.02,1.27,1421,0,Transit,2016,
Kepler-1341 b,5.22,2.99,0.47,0.79,466,0,Transit,2016,
Kepler-1342 b,5.02,1.66,0.03,0.93,941,0,Transit,2016,
Kepler-1343 b,8.88,1.93,0.04,0.95,1307,0,Transit,2016,
Kepler-1344 b,7.38,1.84,0.06,1.09,851,0,Transit,2016,
Kepler-1345 b,20.8,2.36,0.27,1.32,1164,0,Transit,2016,
Kepler-1346 b,4.2,1.58,0.05,1.14,1123,0,Transit,2016,
Kepler-1347 b,0.96,1.03,0.11,0.82,321,0,Transit,2016,
Kepler-1348 b,9.09,1.94,0.18,1.04,1033,0,Transit,2016,
Kepler-1349 b,0.27,0.69,0.03,1.16,260,0,Transit,2016,
Kepler-1350 b,3.02,2.52,0.04,0.55,350,0,Transit,2016,
Kepler-1350 c,5.82,1.72,0.02,0.55,350,0,Transit,2016,
Kepler-1351 b,0.22,0.65,0.02,0.7,241,0,Transit,2016,
Kepler-1352 b,0.58,0.88,0.03,1.11,637,0,Transit,2016,
Kepler-1353 b,6.88,1.8,0.15,0.76,596,0,Transit,2016,
Kepler-1354 b,5.1,2.97,0.37,1.16,1057,0,Transit,2016,
Kepler-1355 b,3.14,1.46,0.02,0.88,963,0,Transit,2016,
Kepler-1356 b,3.69,1.52,0.01,0.82,881,0,Transit,2016,
Kepler-1357 b,1.98,1.28,0.04,0.93,1026,0,Transit,2016,
Kepler-1358 b,1.27,1.12,0.07,0.82,558,0,Transit,2016,
Kepler-1359 b,4.34,2.82,0.27,0.78,669,0,Transit,2016,
Kepler-1360 b,7.73,3.39,0.26,1.51,1405,0,Transit,2016,
Kepler-1361 b,0.53,0.86,0.04,0.83,404,0,Transit,2016,
Kepler-1362 b,3.33,2.6,0.48,0.8,767,0,Transit,2016,
Kepler-1363 b,1.86,1.25,0.04,0.76,559,0,Transit,2016,
Kepler-1364 b,13.85,2.15,0.13,1.49,1149,0,Transit,2016,
Kepler-1365 b,0.66,0.92,0.08,1,541,0,Transit,2016,
Kepler-1365 c,0.41,0.8,0.06,1,541,0,Transit,2016,
Kepler-1366 b,2.97,1.43,0.03,0.62,395,0,Transit,2016,
Kepler-1367 b,0.66,0.92,0.02,0.62,357,0,Transit,2016,
Kepler-1368 b,4.89,1.65,0.02,1.07,1750,0,Transit,2016,
Kepler-1369 b,3.72,2.69,0.17,0.99,1236,0,Transit,2016,
Kepler-1370 b,7.38,1.84,0.15,1.19,878,0,Transit,2016,
Kepler-1370 c,1.92,1.27,0.08,1.19,878,0,Transit,2016,
Kepler-1371 b,0.31,0.73,0.04,0.87,450,0,Transit,2016,
Kepler-1371 c,0.2,0.64,0.03,0.87,450,0,Transit,2016,
Kepler-1372 b,1.92,1.27,0.02,0.98,1161,0,Transit,2016,
Kepler-1373 b,1.4,1.15,0.02,1.22,1112,0,Transit,2016,
Kepler-1374 b,17.93,2.28,0.09,0.85,1135,0,Transit,2016,
Kepler-1375 b,5.96,1.74,0.05,1.47,1238,0,Transit,2016,
Kepler-1376 b,1.03,1.05,0.06,0.98,864,0,Transit,2016,
Kepler-1377 b,1.86,1.25,0.02,0.86,1019,0,Transit,2016,
Kepler-1378 b,15.1,2.2,0.09,0.7,562,0,Transit,2016,
Kepler-1379 b,2.1,1.3,0.02,0.83,951,0,Transit,2016,
Kepler-1380 b,2.97,1.43,0.09,0.96,1209,0,Transit,2016,
Kepler-1381 b,16.81,2.25,0.17,0.96,1306,0,Transit,2016,
Kepler-1382 b,8.1,1.88,0.14,1.36,730,0,Transit,2016,
Kepler-1383 b,2.81,1.41,0.12,1.26,961,0,Transit,2016,
Kepler-1384 b,9.09,1.94,0.11,0.78,618,0,Transit,2016,
Kepler-1385 b,0.51,0.85,0.04,1.15,527,0,Transit,2016,
Kepler-1386 b,1.81,1.24,0.07,1.02,838,0,Transit,2016,
Kepler-1387 b,0.68,0.93,0.03,0.82,491,0,Transit,2016,
Kepler-1388 b,3.28,2.59,0.09,0.63,492,0,Transit,2016,
Kepler-1388 c,17.18,2.26,0.05,0.63,492,0,Transit,2016,
Kepler-1388 d,4.51,2.86,0.13,0.63,492,0,Transit,2016,
Kepler-1388 e,24.64,2.45,0.19,0.63,492,0,Transit,2016,
Kepler-1389 b,6.4,1.77,0.39,0.81,521,0,Transit,2016,
Kepler-1390 b,1.49,1.18,0.07,0.98,760,0,Transit,2016,
Kepler-1391 b,5.27,1.68,0.28,1.03,721,0,Transit,2016,
Kepler-1392 b,9.51,1.96,0.11,0.88,1117,0,Transit,2016,
Kepler-1393 b,0.41,0.8,0.03,0.95,462,0,Transit,2016,
Kepler-1394 b,2.65,1.39,0.06,1.64,820,0,Transit,2016,
Kepler-1395 b,0.41,0.8,0.05,1.17,507,0,Transit,2016,
Kepler-1396 b,11.88,2.07,0.14,1.18,1236,0,Transit,2016,
Kepler-1397 b,5.68,1.71,0.26,1.09,770,0,Transit,2016,
Kepler-1398 b,0.6,0.9,0.04,1.13,793,0,Transit,2016,
Kepler-1398 c,0.96,1.03,0.05,1.13,793,0,Transit,2016,
Kepler-1399 b,1.86,1.25,0.03,0.97,1256,0,Transit,2016,
Kepler-1400 b,4.65,1.62,0.08,0.83,879,0,Transit,2016,
Kepler-1401 b,5.27,1.68,0.1,1.07,1242,0,Transit,2016,
Kepler-1402 b,0.36,0.76,0.03,0.9,681,0,Transit,2016,
Kepler-1403 b,13.55,2.14,0.06,1.11,1801,0,Transit,2016,
Kepler-1404 b,10.4,2,0.12,0.84,946,0,Transit,2016,
Kepler-1405 b,12.3,3.95,0.18,1.05,1605,0,Transit,2016,
Kepler-1406 b,1.18,1.1,0.1,1.05,587,0,Transit,2016,
Kepler-1407 b,16.81,2.25,0.15,1.1,1275,0,Transit,2016,
Kepler-1408 b,0.58,0.88,0.04,1.21,426,0,Transit,2016,
Kepler-1409 b,0.99,1.04,0.02,0.83,722,0,Transit,2016,
Kepler-1410 b,6.56,1.78,0.26,0.63,367,1,Transit,2016,
Kepler-1411 b,4.34,2.82,0.38,0.95,1431,0,Transit,2016,
Kepler-1412 b,0.47,0.83,0.05,1.06,639,0,Transit,2016,
Kepler-1413 b,7.04,1.81,0.1,0.84,1162,0,Transit,2016,
Kepler-1414 b,1.75,1.23,0.04,0.8,534,0,Transit,2016,
Kepler-1415 b,2.04,1.29,0.01,0.89,1066,0,Transit,2016,
Kepler-1416 b,0.58,0.88,0.03,1.09,807,0,Transit,2016,
Kepler-1417 b,0.86,1,0.15,1.02,656,0,Transit,2016,
Kepler-1418 b,5.02,1.66,0.14,0.77,499,0,Transit,2016,
Kepler-1419 b,4.51,2.86,0.24,1.01,1444,0,Transit,2016,
Kepler-1420 b,1.98,1.28,0.07,0.82,923,0,Transit,2016,
Kepler-1421 b,0.68,0.93,0.08,1.25,675,0,Transit,2016,
Kepler-1422 b,10.64,2.02,0.14,1.15,2081,0,Transit,2016,
Kepler-1423 b,1.07,1.06,0.15,0.79,449,0,Transit,2016,
Kepler-1424 b,1.4,1.15,0.19,1.02,620,0,Transit,2016,
Kepler-1425 b,0.71,0.94,0.11,0.97,499,0,Transit,2016,
Kepler-1426 b,3.99,1.56,0.12,1.02,1211,0,Transit,2016,
Kepler-1427 b,1.18,1.1,0.02,1.01,1220,0,Transit,2016,
Kepler-1428 b,4.77,1.64,0.1,1.28,802,0,Transit,2016,
Kepler-1429 b,2.04,1.29,0.05,1.05,1156,0,Transit,2016,
Kepler-1430 b,1.49,1.18,0.03,0.77,541,0,Transit,2016,
Kepler-1431 b,3.22,1.47,0.06,1.03,1270,0,Transit,2016,
Kepler-1432 b,15.76,2.22,0.17,1.09,1552,0,Transit,2016,
Kepler-1433 b,3.99,1.56,0.05,1.14,1328,0,Transit,2016,
Kepler-1434 b,1.23,1.11,0.09,1.47,680,0,Transit,2016,
Kepler-1435 b,0.53,0.86,0.06,1.21,681,0,Transit,2016,
Kepler-1436 b,2.17,1.31,0.09,1.06,1142,0,Transit,2016,
Kepler-1437 b,2.51,1.37,0.09,0.93,1182,0,Transit,2016,
Kepler-1438 b,0.71,0.94,0.03,0.97,866,0,Transit,2016,
Kepler-1439 b,3.14,1.46,0.06,0.46,215,0,Transit,2016,
Kepler-1440 b,1.86,1.25,0.23,0.98,685,0,Transit,2016,
Kepler-1441 b,2.17,1.31,0.23,1,751,0,Transit,2016,
Kepler-1442 b,12.09,3.93,0.41,1.34,525,0,Transit,2016,
Kepler-1443 b,0.8,0.97,0.04,1.19,475,0,Transit,2016,
Kepler-1444 b,14.46,2.17,0.21,1.03,340,0,Transit,2016,
Kepler-1445 b,0.77,0.96,0.1,1.13,482,0,Transit,2016,
Kepler-1446 b,0.45,0.82,0.01,0.81,162,0,Transit,2016,
Kepler-1447 b,4.74,2.9,0.29,0.97,871,0,Transit,2016,
Kepler-1448 b,4.54,1.61,0.1,0.95,786,0,Transit,2016,
Kepler-1449 b,5.27,1.68,0.11,1.08,1321,0,Transit,2016,
Kepler-1450 b,5.68,1.71,0.25,0.71,490,0,Transit,2016,
Kepler-1451 b,7.42,3.35,0.21,1,1159,0,Transit,2016,
Kepler-1452 b,3.77,2.7,0.27,1.41,974,0,Transit,2016,
Kepler-1453 b,3.62,2.67,0.25,0.97,1284,0,Transit,2016,
Kepler-1454 b,8.1,1.88,0.25,0.9,795,0,Transit,2016,
Kepler-1455 b,14.15,2.16,0.22,0.62,392,0,Transit,2016,
Kepler-1456 b,1.35,1.14,0.12,0.64,379,0,Transit,2016,
Kepler-1457 b,10.17,1.99,0.27,1.01,728,0,Transit,2016,
Kepler-1458 b,4.02,2.76,0.25,0.96,642,0,Transit,2016,
Kepler-1459 b,2.44,1.36,0.28,0.78,435,0,Transit,2016,
Kepler-1460 b,9.51,1.96,0.17,0.7,574,0,Transit,2016,
Kepler-1461 b,10.88,2.03,0.17,0.79,752,0,Transit,2016,
Kepler-1462 b,11.08,3.82,0.32,1,1368,0,Transit,2016,
Kepler-1463 b,7.73,1.86,0.17,0.96,1341,0,Transit,2016,
Kepler-1464 b,5.02,1.66,0.2,1.02,692,0,Transit,2016,
Kepler-1464 c,0.86,1,0.06,1.02,692,0,Transit,2016,
Kepler-1465 b,6.4,1.77,0.18,0.75,350,0,Transit,2016,
Kepler-1466 b,3.88,1.55,0.19,1.01,686,0,Transit,2016,
Kepler-1467 b,7.04,3.29,0.24,0.86,890,0,Transit,2016,
Kepler-1468 b,5.82,1.72,0.08,1.04,1130,0,Transit,2016,
Kepler-1468 c,1.4,1.15,0.05,1.04,1130,0,Transit,2016,
Kepler-1469 b,4.24,2.8,0.15,0.92,1255,0,Transit,2016,
Kepler-1470 b,1.07,1.06,0.12,0.8,569,0,Transit,2016,
Kepler-1471 b,2.81,1.41,0.05,0.95,1059,0,Transit,2016,
Kepler-1472 b,8.48,1.9,0.23,1.16,1269,0,Transit,2016,
Kepler-1473 b,1.54,1.19,0.12,1.09,625,0,Transit,2016,
Kepler-1474 b,14.15,2.16,0.22,1.04,1214,0,Transit,2016,
Kepler-1475 b,4.86,2.92,0.39,1.18,1714,0,Transit,2016,
Kepler-1476 b,5.14,1.67,0.09,0.98,1218,0,Transit,2016,
Kepler-1477 b,1.49,1.18,0.09,0.81,525,0,Transit,2016,
Kepler-1478 b,5.82,1.72,0.17,1.04,1405,0,Transit,2016,
Kepler-1479 b,7.21,1.83,0.12,0.99,619,0,Transit,2016,
Kepler-1480 b,5.14,1.67,0.15,0.85,540,0,Transit,2016,
Kepler-1481 b,1.75,1.23,0.06,0.8,493,0,Transit,2016,
Kepler-1482 b,0.89,1.01,0.1,0.88,442,0,Transit,2016,
Kepler-1483 b,3.69,1.52,0.09,1.25,1327,0,Transit,2016,
Kepler-1484 b,12.69,2.11,0.19,0.94,1095,0,Transit,2016,
Kepler-1485 b,3.22,1.47,0.15,1.11,550,0,Transit,2016,
Kepler-1486 b,19.11,2.32,0.29,1.08,1465,0,Transit,2016,
Kepler-1487 b,13.26,2.13,0.08,1.38,1094,0,Transit,2016,
Kepler-1488 b,7.73,1.86,0.23,1.05,618,0,Transit,2016,
Kepler-1489 b,6.4,1.77,0.36,0.93,870,0,Transit,2016,
Kepler-1490 b,5.46,3.04,0.39,0.9,968,0,Transit,2016,
Kepler-1491 b,3.59,1.51,0.13,1,1312,0,Transit,2016,
Kepler-1492 b,3.4,1.49,0.12,0.77,371,0,Transit,2016,
Kepler-1493 b,2.81,1.41,0.12,1.06,572,0,Transit,2016,
Kepler-1494 b,5.66,3.07,0.39,0.96,1059,0,Transit,2016,
Kepler-1495 b,4.92,2.93,0.38,1.03,1307,0,Transit,2016,
Kepler-1496 b,15.76,2.22,0.33,1.18,1293,0,Transit,2016,
Kepler-1497 b,5.02,1.66,0.08,0.96,1122,0,Transit,2016,
Kepler-1498 b,2.3,1.33,0.25,0.86,740,0,Transit,2016,
Kepler-1499 b,1.54,1.19,0.23,0.82,310,0,Transit,2016,
Kepler-1500 b,1.59,1.2,0.12,1,904,0,Transit,2016,
Kepler-1501 b,3.99,1.56,0.12,1.2,888,0,Transit,2016,
Kepler-1502 b,6.33,3.18,0.27,1.44,1540,0,Transit,2016,
Kepler-1503 b,17.55,2.27,0.38,0.77,850,0,Transit,2016,
Kepler-1504 b,13.26,2.13,0.35,0.85,1029,0,Transit,2016,
Kepler-1505 b,0.68,0.93,0.19,0.93,359,0,Transit,2016,
Kepler-1506 b,2.23,1.32,0.11,0.95,1318,0,Transit,2016,
Kepler-1507 b,0.49,0.84,0.12,0.89,342,0,Transit,2016,
Kepler-1508 b,2.3,1.33,0.15,1.14,892,0,Transit,2016,
Kepler-1509 b,7.56,1.85,0.17,1,1277,0,Transit,2016,
Kepler-1510 b,7.49,3.36,0.4,1.19,1615,0,Transit,2016,
Kepler-1511 b,5.27,1.68,0.17,1.17,897,0,Transit,2016,
Kepler-1512 b,1.49,1.18,0.13,0.73,162,0,Transit,2016,
Kepler-1513 b,133.91,8.46,0.58,0.99,384,0,Transit,2016,
Kepler-1514 b,,11.82,0.75,1.21,379,0,Transit,2016,
Kepler-1515 b,219.6,9.54,0.76,1.3,504,0,Transit,2016,
Kepler-1516 b,6.1,1.75,0.07,1.04,872,0,Transit,2016,
Kepler-1517 b,243.48,9.76,0.07,1.58,869,0,Transit,2016,
Kepler-1518 b,5.53,3.05,0.07,1.54,1140,0,Transit,2016,
Kepler-1519 b,71.66,7.06,0.74,0.94,858,0,Transit,2016,
Kepler-1520 b,38.18,5.77,0.01,0.76,636,0,Transit,2016,
Kepler-1521 b,26.81,2.5,0.24,0.81,227,0,Transit,2016,
Kepler-1522 b,5.82,1.72,0.03,0.96,690,0,Transit,2016,
Kepler-1523 b,4.2,1.58,0.02,0.97,918,0,Transit,2016,
Kepler-1524 b,8.79,3.54,0.35,1.17,506,0,Transit,2016,
Kepler-1525 b,0.63,0.91,0.04,1.07,396,0,Transit,2016,
Kepler-1526 b,23.62,2.43,0.04,0.73,576,0,Transit,2016,
Kepler-1527 b,21.59,4.77,0.61,1.21,1560,0,Transit,2016,
Kepler-1528 b,3.14,1.46,0.03,1.03,916,0,Transit,2016,
Kepler-1529 b,12.42,2.09,0.06,0.81,683,0,Transit,2016,
Kepler-1530 b,4.77,1.64,0.04,0.92,552,0,Transit,2016,
Kepler-1530 c,4.89,1.65,0.06,0.92,552,0,Transit,2016,
Kepler-1531 b,1.23,1.11,0.02,1.16,670,0,Transit,2016,
Kepler-1532 b,2.37,1.34,0.02,0.91,824,0,Transit,2016,
Kepler-1533 b,8.21,3.46,0.98,1.31,852,0,Transit,2016,
Kepler-1534 b,8.29,1.89,0.06,0.9,1107,0,Transit,2016,
Kepler-1535 b,3.1,2.54,0.54,1.08,879,0,Transit,2016,
Kepler-1536 b,6.05,3.14,0.89,0.71,401,0,Transit,2016,
Kepler-1537 b,1.49,1.18,0.02,0.81,503,0,Transit,2016,
Kepler-1538 b,4.34,2.82,0.62,1.03,1291,0,Transit,2016,
Kepler-1539 b,3.77,2.7,0.48,0.84,788,0,Transit,2016,
Kepler-1540 b,26.25,2.49,0.44,0.74,262,1,Transit,2016,
Kepler-1541 b,1.4,1.15,0.08,0.86,414,0,Transit,2016,
Kepler-1542 b,0.36,0.76,0.05,0.94,336,0,Transit,2016,
Kepler-1542 c,0.22,0.65,0.04,0.94,336,0,Transit,2016,
Kepler-1542 d,0.56,0.87,0.06,0.94,336,0,Transit,2016,
Kepler-1542 e,0.36,0.76,0.06,0.94,336,0,Transit,2016,
Kepler-1543 b,3.82,2.71,0.08,1.39,1114,0,Transit,2016,
Kepler-1544 b,6.56,1.78,0.56,0.81,349,1,Transit,2016,
Kepler-1545 b,3.77,2.7,0.55,0.84,688,0,Transit,2016,
Kepler-1546 b,5.99,3.12,0.14,0.95,994,0,Transit,2016,
Kepler-1547 b,0.6,0.9,0.02,1.12,665,0,Transit,2016,
Kepler-1548 b,3.52,2.64,0.49,0.99,1150,0,Transit,2016,
Kepler-1549 b,3.19,2.56,0.67,0.88,792,0,Transit,2016,
Kepler-1550 b,5.34,3.01,0.74,1.07,1202,0,Transit,2016,
Kepler-1551 b,3.57,2.65,0.17,1.14,1560,0,Transit,2016,
Kepler-1552 b,25.16,2.46,0.6,0.85,618,1,Transit,2016,
Kepler-1553 b,1.4,1.15,0.05,0.85,719,0,Transit,2016,
Kepler-1554 b,4.74,2.9,0.63,0.84,982,0,Transit,2016,
Kepler-1555 b,4.54,1.61,0.08,1.04,1382,0,Transit,2016,
Kepler-1556 b,9.51,1.96,0.08,0.97,1060,0,Transit,2016,
Kepler-1557 b,3.69,1.52,0.05,1.11,1532,0,Transit,2016,
Kepler-1558 b,0.25,0.68,0.04,0.83,343,0,Transit,2016,
Kepler-1559 b,0.29,0.72,0.02,0.86,580,0,Transit,2016,
Kepler-1560 b,0.58,0.88,0.04,1.02,529,0,Transit,2016,
Kepler-1561 b,1.14,1.09,0.02,1.07,993,0,Transit,2016,
Kepler-1562 b,8.87,3.55,0.32,1.02,1315,0,Transit,2016,
Kepler-1563 b,0.34,0.75,0.04,1,547,0,Transit,2016,
Kepler-1564 b,3.22,1.47,0.13,0.93,872,0,Transit,2016,
Kepler-1565 b,1.54,1.19,0.02,0.76,657,0,Transit,2016,
Kepler-1566 b,0.39,0.78,0.01,0.84,511,0,Transit,2016,
Kepler-1567 b,3.92,2.73,0.55,0.95,1226,0,Transit,2016,
Kepler-1568 b,2.1,1.3,0.15,1.09,883,0,Transit,2016,
Kepler-1569 b,5.27,1.68,0.07,1.25,1050,0,Transit,2016,
Kepler-1570 b,1.07,1.06,0.17,0.92,463,0,Transit,2016,
Kepler-1571 b,3.69,1.52,0.05,1.23,802,0,Transit,2016,
Kepler-1572 b,0.71,0.94,0.06,0.97,600,0,Transit,2016,
Kepler-1573 b,1.59,1.2,0.04,1.01,1180,0,Transit,2016,
Kepler-1574 b,2.04,1.29,0.07,1.06,1275,0,Transit,2016,
Kepler-1575 b,2.17,1.31,0.04,0.95,1170,0,Transit,2016,
Kepler-1576 b,0.99,1.04,0.07,1.05,539,0,Transit,2016,
Kepler-1577 b,1.31,1.13,0.06,0.78,543,0,Transit,2016,
Kepler-1578 b,0.99,1.04,0.02,0.9,1016,0,Transit,2016,
Kepler-1579 b,0.49,0.84,0.02,0.75,466,0,Transit,2016,
Kepler-1580 b,12.69,2.11,0.33,1.47,872,0,Transit,2016,
Kepler-1581 b,0.41,0.8,0.07,1.12,443,0,Transit,2016,
