Name,Mass,Radius,Orbit,Smass,Distance,Habitable,Method,Year,
Kepler-1582 b,3.4,1.49,0.04,0.28,112,0,Transit,2016,
Kepler-1583 b,0.17,0.6,0.08,0.94,357,0,Transit,2016,
Kepler-1584 b,4.54,1.61,0.11,1.1,1325,0,Transit,2016,
Kepler-1585 b,6.72,1.79,0.04,0.94,1269,0,Transit,2016,
Kepler-1586 b,3.69,1.52,0.14,1.45,864,0,Transit,2016,
Kepler-1587 b,2.3,1.33,0.09,1.08,907,0,Transit,2016,
Kepler-1588 b,0.36,0.76,0.08,0.96,658,0,Transit,2016,
Kepler-1589 b,1.14,1.09,0.02,1.18,1418,0,Transit,2016,
Kepler-1590 b,1.35,1.14,0.08,1.11,900,0,Transit,2016,
Kepler-1591 b,1.92,1.27,0.08,1.1,1090,0,Transit,2016,
Kepler-1592 b,3.78,1.53,0.04,1.18,1349,0,Transit,2016,
Kepler-1593 b,6.26,3.17,0.57,0.81,755,0,Transit,2016,
Kepler-1594 b,1.07,1.06,0.04,1.06,1100,0,Transit,2016,
Kepler-1595 b,1.75,1.23,0.05,0.84,841,0,Transit,2016,
Kepler-1596 b,8.48,1.9,0.32,0.95,1166,0,Transit,2016,
Kepler-1597 b,1.07,1.06,0.04,1.25,1255,0,Transit,2016,
Kepler-1598 b,0.74,0.95,0.05,1.07,734,0,Transit,2016,
Kepler-1599 b,4.65,1.62,0.48,0.99,1004,0,Transit,2016,
Kepler-1600 b,5.99,3.12,0.99,0.86,992,0,Transit,2016,
Kepler-1601 b,0.45,0.82,0.03,1.04,660,0,Transit,2016,
Kepler-1602 b,2.37,1.34,0.1,1.22,815,0,Transit,2016,
Kepler-1603 b,2.04,1.29,0.04,1.21,1751,0,Transit,2016,
Kepler-1604 b,2.81,1.41,0.01,0.81,562,0,Transit,2016,
Kepler-1605 b,1.11,1.08,0.36,0.86,224,0,Transit,2016,
Kepler-1606 b,11.88,2.07,0.64,0.9,880,1,Transit,2016,
Kepler-1607 b,0.66,0.92,0.12,1.14,735,0,Transit,2016,
Kepler-1608 b,5.82,1.72,0.12,0.75,832,0,Transit,2016,
Kepler-1609 b,15.76,2.22,0.49,1.18,1483,0,Transit,2016,
Kepler-1610 b,4.54,1.61,0.08,0.91,1063,0,Transit,2016,
Kepler-1611 b,0.43,0.81,0.06,0.94,686,0,Transit,2016,
Kepler-1612 b,0.96,1.03,0.05,0.96,837,0,Transit,2016,
Kepler-1613 b,12.15,2.08,0.03,1.08,855,0,Transit,2016,
Kepler-1614 b,3.4,1.49,0.05,0.79,982,0,Transit,2016,
Kepler-1615 b,11.62,2.06,0.26,1.04,940,0,Transit,2016,
Kepler-1616 b,0.92,1.02,0.07,1.21,862,0,Transit,2016,
Kepler-1617 b,1.59,1.2,0.19,1.15,813,0,Transit,2016,
Kepler-1618 b,1.86,1.25,0.07,1.41,1238,0,Transit,2016,
Kepler-1619 b,0.36,0.76,0.16,1,520,0,Transit,2016,
Kepler-1620 b,4.54,1.61,0.45,1.15,773,0,Transit,2016,
Kepler-1621 b,14.15,2.16,0.42,1.15,1461,0,Transit,2016,
Kepler-1622 b,3.22,1.47,0.1,1.31,927,0,Transit,2016,
Kepler-1623 b,2.17,1.31,0.05,1,986,0,Transit,2016,
Kepler-1624 b,36.85,5.7,0.03,0.5,199,0,Transit,2016,
Kepler-1625 b,44.38,6.06,0.84,0.96,1213,0,Transit,2016,
Kepler-1626 b,10.64,2.02,0.06,1.51,1718,0,Transit,2016,
Kepler-1627 b,9.94,3.68,0.07,0.87,311,0,Transit,2016,
Kepler-1628 b,53.3,6.43,0.29,0.55,352,0,Transit,2016,
Kepler-1629 b,0.37,0.77,0.05,1.01,390,0,Transit,2016,
Kepler-1630 b,14.78,2.18,1.09,0.66,278,0,Transit,2016,
Kepler-1631 b,2.37,1.34,0.05,0.97,1190,0,Transit,2016,
Kepler-1632 b,25.16,2.46,0.75,1.12,584,0,Transit,2016,
Kepler-1633 b,4.2,1.58,0.68,1.2,811,0,Transit,2016,
Kepler-1634 b,6.39,3.19,0.99,0.92,654,0,Transit,2016,
Kepler-1635 b,9.57,3.64,1.14,0.89,1084,0,Transit,2016,
Kepler-1636 b,6.61,3.23,1.11,1.01,1567,0,Transit,2016,
Kepler-1637 b,0.58,0.88,0.07,1.02,506,0,Transit,2016,
Kepler-1638 b,7.92,1.87,0.79,0.97,879,1,Transit,2016,
Kepler-1639 b,3.24,2.58,0.09,1.12,1168,0,Transit,2016,
Kepler-1640 b,22.2,4.82,0.08,1.27,1379,0,Transit,2016,
Kepler-1641 b,5.85,3.1,0.15,1.12,961,0,Transit,2016,
Kepler-1641 c,4.98,2.95,0.21,1.12,961,0,Transit,2016,
Kepler-1642 b,6.39,3.19,0.1,0.88,447,0,Transit,2016,
Kepler-1642 c,3.57,2.65,0.07,0.88,447,0,Transit,2016,
Kepler-1643 b,18.31,2.3,0.06,0.92,414,0,Transit,2016,
Kepler-1644 b,8.1,1.88,0.14,0.89,592,0,Transit,2016,
Kepler-1645 b,6.56,1.78,0.13,1.02,844,0,Transit,2016,
Kepler-1646 b,1.75,1.23,0.03,0.24,81,0,Transit,2016,
Kepler-1647(AB) b,483.27,11.87,2.72,2.19,,0,Primary Transit,2015,
Kepler-1649 b,1.12,1.08,0.05,0.22,,0,Primary Transit,2017,
Kepler-1650 b,0.34,0.75,0.02,0.33,120.5,0,Primary Transit,2017,
Kepler-1652 b,1.26,1.12,0.16,0.36,252,1,Primary Transit,2017,
Kepler 1651 A b,7.38,1.84,0.06,0.52,69.4,0,Primary Transit,2017,
KIC-5010054 b,68.05,6.94,1.86,1.05,,0,Primary Transit,2013,
KIC-5094412 b,37.07,5.71,0.78,0.82,,0,Primary Transit,2013,
KIC-5095269(AB) b,2447.5,11.66,,,,0,Other,2017,
KIC-5437945 c,33.25,5.51,0.73,1.07,,0,Transit,2016,
KIC-5522786 b,1.75,1.23,1.64,1.79,,1,Primary Transit,2013,
KIC-5732155 b,,12.77,1.52,1.13,,0,Primary Transit,2013,
KIC-6185331 b,41.43,5.92,0.27,1.03,,0,Primary Transit,2011,
KIC-6372194 b,124.32,8.29,0.59,0.8,,0,Primary Transit,2013,
KIC-6436029 b,5.66,3.07,1.15,0.83,,0,Primary Transit,2013,
KIC-7917485 b,3751.69,11.47,2.01,1.63,,0,Other,2016,
KIC-8012732 b,242.14,9.74,1.09,0.92,,0,Primary Transit,2015,
KIC-9413313 b,,,,0.95,,0,Primary Transit,2015,
KIC-9662267 b,10.98,3.81,1.11,0.86,,0,Primary Transit,2013,
KIC-9663113 c,14.75,4.2,0.15,0.98,,0,Transit,2016,
KIC-9704149 b,17.89,4.48,1.4,0.86,,0,Primary Transit,2013,
KIC-10001893 b,,,0.01,0.47,,0,Pulsar,2014,
KIC-10001893 d,,,0.01,0.47,,0,Pulsar,2014,
KIC-10024862 b,32.84,5.49,1.37,1.07,,0,Primary Transit,2015,
KIC-10255705 b,79.37,7.28,1.6,1.1,,0,Primary Transit,2013,
KIC-10905746 b,3.57,2.65,0.08,0.58,,0,Primary Transit,2011,
KIC-11152511 b,13.05,4.03,0.63,1.01,,0,Primary Transit,2013,
KIC-12454613 b,3.15,2.55,1.52,0.87,,0,Primary Transit,2013,
KIC-12557548 b,0.1,0.85,0.01,0.7,470,0,Primary Transit,2012,
KMT-2016-BLG-1107 b,1042.84,11.6,0.34,0.09,6651,0,Microlensing,2018,
KMT-2016-BLG-1820 b,1452.99,11.68,1.08,0.04,6260,0,Microlensing,2018,
KMT-2016-BLG-2142 b,4924.89,11.24,0.83,0.07,7010,0,Microlensing,2018,
KOI-188 b,79.49,10.95,0.04,0.93,650,0,Primary Transit,2014,
KOI-192 b,92.2,13.78,0.07,0.96,1100,0,Primary Transit,2014,
KOI-195 b,108.1,12.21,0.04,0.91,880,0,Primary Transit,2014,
KOI-368.01 b,,20.5,0.58,2.17,1070,0,Primary Transit,2014,
KOI-415 b,19756.79,8.85,0.42,0.94,,0,Primary Transit,2013,
KOI-620.02 b,7.6,9.69,0.51,1,,0,TTV,2014,
KOI-682 b,256,9.86,1.34,1.02,,0,Primary Transit,2015,
KOI-771 b,,13.78,1.47,0.95,,0,Primary Transit,2015,
KOI-830 b,403.78,12.1,0.04,0.87,730,0,Primary Transit,2014,
KOI-1089.02 b,203.48,7,0.09,0.98,,0,Primary Transit,2014,
KOI-1299 c,836.18,11.49,0.91,1.35,874,0,Radial Velocity,2014,
KOI-1843 b,0.32,0.58,0,0.46,,0,Primary Transit,2013,
KOI-2700 b,0.86,1.06,0.02,0.63,,0,Primary Transit,2013,
KOI-4427 b,7.43,1.84,0.42,0.53,240,1,transit,2015,
KOI-5833 b,8.29,3.47,1.12,0.98,,0,Primary Transit,2015,
KOI-5929 b,14.16,4.14,1.12,0.86,,0,Primary Transit,2015,
KPS-1 b,346.55,11.54,0.03,0.89,,0,Primary Transit,2018,
ksi Aql b,642.24,11.27,0.58,2.2,62.7,0,Radial Velocity,2008,
L2 Pup b,3815.28,11.46,2,0.66,64,0,Imaging,2016,
Lalande 21185 b,3.82,1.54,0.07,0.46,2.55,0,Radial Velocity,2017,
LHS 1140 b,6.64,1.43,0.08,0.15,12.47,1,Primary Transit,2017,
LKCA 15 b,1907.64,11.68,15.7,0.97,145,0,Imaging,2011,
LP 358-499 b,2.19,1.31,0.03,0.52,,0,Primary Transit,2017,
LP 358-499 c,3.18,1.48,0.04,0.52,,0,Primary Transit,2017,
LP 358-499 d,8.27,2.02,0.08,0.52,,0,Primary Transit,2017,
LP415-17 b,4.71,1.8,0.06,0.65,82,0,Primary Transit,2018,
LP415-17 c,6.52,2.6,0.09,0.65,82,0,Primary Transit,2018,
LP415-17 d,4.9,1.9,0.19,0.65,82,0,Primary Transit,2018,
LSR J1835 b,17486.7,9.07,,,,0,Imaging,2017,
MASCARA-1 b,1176.38,16.8,0.04,1.72,188.7,0,Primary Transit,2017,
MASCARA-2 b,5404.98,20.5,0.06,1.89,,0,Primary Transit,2018,
MOA-2007-BLG-192L b,3.18,1.46,0.66,0.06,700,0,Microlensing,2008,
MOA-2007-BLG-197L b,13035.54,9.7,4.29,0.82,4170,0,Microlensing,2015,
MOA-2007-BLG-400L b,286.15,10.07,0.85,0.35,6000,0,Microlensing,2008,
MOA-2008-BLG-310L b,73.13,7.1,1.25,0.67,6000,0,Microlensing,2009,
MOA-2008-BLG-379L b,1303.55,11.66,3.3,0.66,3600,0,Microlensing,2013,
MOA-2009-BLG-266L b,10.4,3.74,3.2,0.56,3040,0,Microlensing,2010,
MOA-2009-BLG-319 b,49.92,6.29,2,0.38,6100,0,Microlensing,2010,
MOA-2009-BLG-387L b,826.64,11.48,1.8,0.19,5700,0,Microlensing,2011,
MOA-2010-BLG-117 b,162.15,8.89,2.9,0.58,3400,0,Microlensing,2017,
MOA-2010-BLG-328L b,9.22,1.94,0.92,0.11,810,0,Microlensing,2013,
MOA-2010-BLG-353L b,85.84,7.45,1.72,0.18,6430,0,Microlensing,2015,
MOA-2010-BLG-477L b,476.91,10.92,2,0.67,2300,0,Microlensing,2012,
MOA-2011-BLG-028L b,29.89,5.32,7.14,0.75,7380,0,Microlensing,2015,
MOA-2011-BLG-262L b,18.01,4.49,0.84,0.12,7350,0,Microlensing,2013,
MOA-2011-BLG-274 b,254.35,9.84,40,,800,0,Microlensing,2014,
MOA-2011-BLG-291 b,27.02,5.14,1.4,0.22,7000,0,Microlensing,2018,
MOA-2011-BLG-293L b,1526.11,11.68,1.1,0.86,7700,0,Microlensing,2012,
MOA-2011-BLG-322L b,2479.93,11.65,3.6,0.31,7740,0,Microlensing,2013,
MOA-2012-BLG-006 b,2670.7,11.64,10.2,0.49,5300,0,Microlensing,2017,
MOA-2012-BLG-505L b,2130.2,11.68,1.12,,7210,0,Microlensing,2017,
MOA-2013-BLG-220L b,60.02,6.68,0.7,0.05,2000,0,Microlensing,2014,
MOA-2013-BLG-605L b,20.98,4.73,4.2,0.19,3600,0,Microlensing,2015,
MOA-2016-BLG-227L b,731.26,11.39,1.64,0.24,6400,0,Microlensing,2017,
MOA-bin-1 b,1176.38,11.64,8.3,0.75,5100,0,Microlensing,2012,
mu Ara b,532.87,11.06,1.49,1.08,15.3,0,Radial Velocity,2000,
mu Ara c,10.56,3.76,0.09,1.08,15.3,0,Radial Velocity,2004,
mu Ara d,165.93,8.94,0.92,1.08,15.3,0,Radial Velocity,2004,
mu Ara e,576.74,11.15,5.21,1.08,15.3,0,Radial Velocity,2006,
mu Leo b,763.06,11.42,1.1,1.5,38.05,0,Radial Velocity,2014,
NGC 2423 3 b,3370.16,11.54,2.05,2.4,766,0,Radial Velocity,2007,
NGC 4349 No 127 b,6295.21,10.95,2.34,3.9,2176,0,Radial Velocity,2007,
NGTS-1 b,258.17,14.9,0.03,0.62,224,0,Primary Transit,2017,
NGTS-2 b,235.28,17.86,0.06,1.64,360.3,0,Primary Transit,2018,
NGTS-3A b,756.7,16.58,0.02,1.02,1010,0,Primary Transit,2018,
NLTT 41135 b,10714.58,12.66,0.02,0.19,22.7,0,Primary Transit,2010,
NN Ser(AB) c,2196.97,11.67,5.38,0.65,500,0,Pulsar,2010,
NN Ser(AB) d,724.9,11.38,3.32,0.65,500,0,Pulsar,2009,
nu Oph b,7630.56,10.68,1.88,3.04,46.8,0,Radial Velocity,2004,
nu Oph c,8584.38,10.48,6,3.04,46.8,0,Radial Velocity,2010,
NY Vir b,883.87,11.52,3.39,0.6,,0,Pulsar,2011,
NY Vir c,1427.55,11.68,7.54,0.6,,0,Pulsar,2011,
OGLE-2003-BLG-235L b,826.64,11.48,5.1,0.63,5200,0,Microlensing,2004,
OGLE-2005-071L b,1112.79,11.62,3.6,0.46,3300,0,Microlensing,2005,
OGLE-2005-169L b,14.12,4.14,4,0.69,4100,0,Microlensing,2005,
OGLE-2005-390L b,5.4,1.69,2.1,0.22,6500,0,Microlensing,2005,
OGLE-2006-109L b,231.14,9.65,2.3,0.51,1510,0,Microlensing,2008,
OGLE-2006-109L c,86.16,7.46,4.45,0.51,1510,0,Microlensing,2008,
OGLE-2007-BLG-349(AB) b,79.49,7.28,2.59,0.71,2760,0,Microlensing,2016,
OGLE-2007-BLG-368L b,22.07,4.81,3.3,0.64,5900,0,Microlensing,2008,
OGLE-2008-BLG-092L b,57.23,6.58,15,0.71,7000,0,Microlensing,2014,
OGLE-2008-BLG-355L b,1462.52,11.68,,0.37,6800,0,Microlensing,2014,
OGLE-2009-BLG-151L b,2384.55,11.66,0.31,0.02,390,0,Microlensing,2013,
OGLE-2011-BLG-0251L b,305.22,10.19,3.86,0.47,4090,0,Microlensing,2012,
OGLE-2011-BLG-0265L b,279.79,10.03,1.89,0.21,4380,0,Microlensing,2015,
OGLE-2011-BLG-0420L b,2988.64,11.6,0.19,0.03,1990,0,Microlensing,2013,
OGLE-2012-BLG-0026L b,34.97,5.6,3.82,0.82,4080,0,Microlensing,2012,
OGLE-2012-BLG-0026L c,216.2,9.51,4.63,0.82,4080,0,Microlensing,2012,
OGLE-2012-BLG-0358L b,588.19,11.18,0.87,0.02,1760,0,Microlensing,2013,
OGLE-2012-BLG-0406L b,867.98,11.51,3.45,0.44,4970,0,Microlensing,2013,
OGLE-2012-BLG-0563L b,124,8.28,0.74,0.34,1300,0,Microlensing,2015,
OGLE-2012-BLG-0724L b,149.43,8.7,1.6,0.29,6700,0,Microlensing,2016,
OGLE-2012-BLG-0950L b,34.97,5.6,2.7,0.56,3000,0,Microlensing,2016,
OGLE-2013-BLG-0102L b,4323.98,11.37,0.8,0.1,3020,0,Microlensing,2014,
OGLE-2013-BLG-0132L b,92.2,7.61,3.6,0.54,3900,0,Microlensing,2017,
OGLE-2013-BLG-0341L b,1.66,1.21,0.7,0.11,911,0,Microlensing,2014,
OGLE-2013-BLG-1721 b,203.48,9.38,2.6,0.46,6300,0,Microlensing,2017,
OGLE-2013-BLG-1761L b,890.23,11.52,1.8,0.33,6900,0,Microlensing,2017,
OGLE-2014-BLG-0124L b,203.48,9.38,3.48,0.89,3600,0,Microlensing,2014,
OGLE-2014-BLG-0257L b,11445.84,9.96,0.61,0.19,1250,0,Microlensing,2016,
OGLE-2014-BLG-0676L b,982.43,11.58,4.4,0.62,2220,0,Microlensing,2016,
OGLE-2014-BLG-1722 b,55.32,6.51,1.9,0.4,6400,0,Microlensing,2018,
OGLE-2014-BLG-1722 c,83.71,7.4,2.5,0.4,6400,0,Microlensing,2018,
OGLE-2014:BLG-1760L b,182.18,9.14,1.75,0.51,6060,0,Microlensing,2016,
OGLE-2015-BLG-0051L b,228.92,9.63,0.73,0.1,8200,0,Microlensing,2016,
OGLE-2015-BLG-0954L b,1398.94,11.67,1.2,0.37,600,0,Microlensing,2016,
OGLE-2015-BLG-0966L b,20.98,4.73,2.4,0.38,2900,0,Microlensing,2015,
OGLE-2015-BLG-1319L b,14307.3,9.5,0.24,0.58,5000,0,Microlensing,2016,
OGLE-2016-BLG-0613LAB b,1328.99,11.67,6.4,1,3410,0,Microlensing,2017,
OGLE-2016-BLG-0693L b,15579.06,9.32,5,,5000,0,Microlensing,2017,
OGLE-2016-BLG-596L b,3878.87,11.45,,,,0,Microlensing,2016,
OGLE-2016-BLG-1067L b,136.71,8.5,1.7,0.3,3730,0,Microlensing,2018,
OGLE-2016-BLG-1112L b,10078.7,10.2,9.63,1.07,4840,0,Microlensing,2017,
OGLE-2016-BLG-1190L b,4254.04,11.38,1.97,0.88,6770,0,Microlensing,2017,
OGLE-2016-BLG-1195L b,1.43,1.16,1.16,0.08,3910,0,Microlensing,2017,
OGLE-2016-BLG-1266 b,3783.49,11.47,0.42,0.02,3050,0,Microlensing,2018,
OGLE-2016-BLG-1469L b,4323.98,11.37,0.33,0.05,4500,0,Microlensing,2017,
OGLE-2017-BLG-0173 b,2886.9,11.61,3.75,0.42,4700,0,Microlensing,2017,
OGLE-2017-BLG-1140L b,518.24,11.03,1.02,0.21,7350,0,Microlensing,2018,
OGLE-2017-BLG-1434L b,4.45,1.6,1.18,0.23,860,0,Pulsar,          ,
OGLE-2017-BLG-1522 b,238.46,9.71,0.59,0.05,990,0,Microlensing,2018,
OGLE-GD-ECL-11388 b,3974.25,11.43,3.64,0.61,,0,Other,2016,
OGLE-TR-10 b,216.2,19.26,0.04,1.18,1500,0,Primary Transit,2004,
OGLE-TR-56 b,413.32,13.44,0.02,1.17,1500,0,Primary Transit,2002,
OGLE-TR-111 b,171.69,12.06,0.05,0.82,1500,0,Primary Transit,2004,
OGLE-TR-113 b,394.25,12.43,0.02,0.78,1500,0,Primary Transit,2004,
OGLE-TR-132 b,371.99,13.78,0.03,1.26,1500,0,Primary Transit,2004,
OGLE-TR-182 b,337.02,16.46,0.05,1.14,,0,Primary Transit,2007,
OGLE-TR-211 b,238.46,14.11,0.05,1.33,,0,Primary Transit,2007,
OGLE2-TR-L9 b,1379.86,18.08,0.03,1.52,900,0,Primary Transit,2007,
ome Ser b,540.5,11.08,1.09,2.17,80.6,0,Radial Velocity,2013,
omi CrB b,476.91,10.92,0.81,2.13,84,0,Radial Velocity,2012,
omi UMa b,1303.55,11.66,3.9,3.09,56.3,0,Radial Velocity,2012,
OY Car b,2696.13,11.63,6.18,,,0,Pulsar,2014,
POTS-1 b,734.44,10.54,0.04,0.69,,0,Primary Transit,2013,
Pr 0201 b,171.69,9.01,0.06,1.23,170,0,Radial Velocity,2012,
Pr 0211 b,597.73,11.19,0.03,0.94,170,0,Radial Velocity,2012,
Pr 0211 c,2527.62,11.65,4.14,0.94,170,0,Radial Velocity,2016,
Proplyd 133-353 b,4133.22,11.4,,,388,0,Imaging,2016,
Proxima Cen b,1.27,1.12,0.05,0.12,1.29,1,Radial Velocity,2016,
PSR 0636 b,2543.52,11.65,0,1.4,,0,Pulsar,2016,
PSR 1257 12 b,0.02,0.31,0.19,1.43,710,0,Pulsar,1992,
PSR 1257 12 c,4.13,1.57,0.36,1.41,710,0,Pulsar,1992,
PSR 1257 12 d,3.82,1.54,0.46,1.35,710,0,Pulsar,1992,
PSR 1719-14 b,317.94,4.48,0,1.4,1200,0,Pulsar,2011,
PSR B0329+54 b,1.97,1.28,9.97,1.4,,0,Pulsar,2017,
PSR B0943+10 b,890.23,11.52,1.8,1.5,,0,Pulsar,2014,
PSR B0943+10 c,826.64,11.48,2.9,1.5,,0,Pulsar,2014,
PSR B1620-26 b,794.85,11.45,23,1.35,3800,0,Pulsar,2003,
PSR B1957+20 b,6994.68,10.81,0.01,1.4,1530,0,Pulsar,1988,
PSR J1807-2459 A b,2988.64,11.6,0,1.4,2790,0,Pulsar,2000,
PSR J2051-0827 b,8997.7,10.4,0,1.4,1280,0,Pulsar,1996,
PSR J2241-5236 b,3815.28,11.46,0.01,1.35,500,0,Pulsar,2011,
PZ Tel b,19712.28,8.81,15.69,1.13,51.49,0,Imaging,2010,
Qatar-1 b,422.86,13.22,0.02,0.8,,0,Primary Transit,2010,
Qatar-2 b,790.72,12.81,0.02,0.74,,0,Primary Transit,2011,
Qatar-3 b,1370.32,12.28,0.04,1.15,,0,Primary Transit,2016,
Qatar-4 b,1859.95,17.38,0.03,0.95,,0,Primary Transit,2016,
Qatar-5 b,1373.5,12.4,0.04,1.13,,0,Primary Transit,2016,
Qatar-6 b,212.38,11.89,0.04,0.82,101,0,Primary Transit,2017,
Ross 128 b,1.4,1.15,0.05,0.17,3.38,1,radial velocity,2017,
Ross 458(AB) c,3592.72,11.98,1168,0.6,11.7,0,Imaging,2010,
ROXs 12 b,5087.04,11.21,210,0.87,120,0,Imaging,2013,
ROXs 42B b,2861.46,28,140,0.6,135,0,Imaging,2013,
RR Cae b,1335.35,11.67,5.3,0.62,,0,Pulsar,2012,
SAND 364 b,489.63,10.95,0.5,1.35,,0,Radial Velocity,2014,
SDSS J1110+0116 b,3497.34,13.22,,,19.19,0,Imaging,2015,
sig Per b,2066.61,11.68,1.72,2.25,108.3,0,Radial Velocity,2014,
SIMP0136+0933 b,4037.84,11.42,,,6,0,Imaging,2017,
SR 12 AB c,4133.22,11.4,1083,,125,0,Imaging,2011,
SWEEPS-04b,1208.17,9.07,0.06,1.24,8500,0,Primary Transit,2006,
SWEEPS-11b,3084.02,12.66,0.03,1.1,8500,0,Primary Transit,2006,
TAP 26 b,550.04,11.1,0.1,1.04,,0,Radial Velocity,2017,
tau Boo b,1856.77,11.87,0.05,1.3,15.6,0,Radial Velocity,1996,
tau Cet b,2,1.28,0.1,0.78,3.65,0,radial velocity,2012,
tau Cet c,3.12,1.45,0.19,0.78,3.65,0,radial velocity,2012,
tau Cet d,3.5,1.5,0.37,0.78,3.65,0,radial velocity,2012,
tau Cet e,4.29,1.59,0.55,0.78,3.65,1,radial velocity,2012,
tau Cet f,6.67,1.79,1.35,0.78,3.65,0,radial velocity,2012,
tau Cet g,1.75,1.23,0.13,0.78,3.65,0,Radial Velocity,2017,
tau Cet h,1.83,1.25,0.24,0.78,3.65,0,Radial Velocity,2017,
tau Gem b,6549.56,10.9,1.17,2.3,98.4,0,Radial Velocity,2004,
TCP J050742+244755 b,9.22,1.94,0.5,0.25,380,0,Microlensing,2018,
Teide 1b,17168.76,9.11,,0.05,,0,Imaging,1995,
TRAPPIST-1 b,0.86,1.09,0.01,0.08,12.1,0,Primary Transit,2016,
TRAPPIST-1 c,1.38,1.06,0.02,0.08,12.1,0,Primary Transit,2016,
TRAPPIST-1 d,0.41,0.77,0.02,0.08,12.1,1,Primary Transit,2016,
TRAPPIST-1 e,0.64,0.92,0.03,0.08,12.1,1,Primary Transit,2017,
TRAPPIST-1 f,0.67,1.04,0.04,0.08,12.1,1,Primary Transit,2017,
TRAPPIST-1 g,1.34,1.13,0.05,0.08,12.1,1,Primary Transit,2017,
TRAPPIST-1 h,0.35,0.75,0.06,0.08,12.1,0,Primary Transit,2017,
TrES-1b,241.95,12.31,0.04,0.88,157,0,Primary Transit,2004,
TrES-2b,398.38,13.32,0.04,0.98,220,0,Primary Transit,2006,
TrES-3b,607.27,14.62,0.02,0.92,,0,Primary Transit,2007,
TrES-4b,291.55,19.11,0.05,1.39,479,0,Primary Transit,2007,
TrES-5b,565.3,13.54,0.02,0.89,360,0,Primary Transit,2011,
TWA 5 A(AB) b,7948.5,10.61,76.8,0.4,25,0,Imaging,2009,
TYC+1422-614-1 b,798.03,11.45,0.69,1.15,759,0,Radial Velocity,2014,
TYC+1422-614-1 c,3211.19,11.56,1.39,1.15,759,0,Radial Velocity,2014,
TYC-3667-1280-1 b,1716.88,11.68,0.21,1.87,431,0,Radial Velocity,2016,
TYC 3318-01333-1 b,1087.35,11.62,1.41,1.19,556,0,Radial Velocity,2018,
TYC 4282-605-1 b,3427.39,11.53,0.41,0.97,700,0,Radial Velocity,2017,
UKIRT-2017-BLG-001 b,406.96,10.69,4.18,0.81,6300,0,Microlensing,2018,
ups And b,197.12,9.31,0.06,1.27,13.47,0,Radial Velocity,1996,
ups And c,2893.25,11.61,0.83,1.27,13.47,0,Radial Velocity,1999,
ups And d,7497.03,10.7,2.42,1.27,13.47,0,Radial Velocity,1999,
ups And e,336.7,10.37,5.25,1.27,13.47,0,Radial Velocity,2010,
USco1602-2401 b,14943.18,9.41,1000,,,0,Imaging,2013,
USco1610-1913 b,6358.8,10.94,840,,,0,Imaging,2013,
USco1612-1800 b,8266.44,10.55,430,,,0,Imaging,2013,
UScoCTIO 108 b,4451.16,11.34,670,0.06,145,0,Imaging,2007,
UZ For(AB) d,2448.14,11.66,2.8,0.84,,0,Pulsar,2011,
V391 Peg b,1017.41,11.59,1.7,0.5,1400,0,Pulsar,2007,
V396 Hya b,5818.3,11.06,,0.32,,0,Other,2016,
V830 Tau b,244.81,9.77,0.06,1,131,0,Radial Velocity,2016,
V2051 Oph b,2320.96,11.67,8.36,,,0,Other,2015,
VHS 1256-1257 b,3560.93,11.51,102,0.07,12.7,0,Imaging,2015,
WASP-1 b,273.43,16.62,0.04,1.24,,0,Primary Transit,2006,
WASP-2 b,269.3,12.08,0.03,0.84,144,0,Primary Transit,2006,
WASP-3 b,654.96,16.28,0.03,1.24,223,0,Primary Transit,2007,
WASP-4 b,393.29,15.62,0.02,0.93,300,0,Primary Transit,2007,
WASP-5 b,520.47,13.12,0.03,1,297,0,Primary Transit,2007,
WASP-6 b,159.92,13.71,0.04,0.89,307,0,Primary Transit,2008,
WASP-7 b,305.22,14.9,0.06,1.28,140,0,Primary Transit,2008,
WASP-8 b,713.46,11.63,0.08,1.03,87,0,Primary Transit,2008,
WASP-10 b,1004.69,12.1,0.04,0.71,90,0,Primary Transit,2008,
WASP-11-HAT-P-10 b,146.25,11.7,0.04,0.82,125,0,Primary Transit,2008,
WASP-12 b,446.39,19.44,0.02,1.35,427,0,Primary Transit,2008,
WASP-13 b,154.2,15.29,0.05,1.1,156,0,Primary Transit,2008,
WASP-14 b,2334,14.35,0.04,1.21,160,0,Primary Transit,2008,
WASP-15 b,172.32,15.99,0.05,1.18,308,0,Primary Transit,2008,
WASP-16 b,271.84,11.29,0.04,1.02,,0,Primary Transit,2009,
WASP-17 b,154.52,22.3,0.05,1.2,,0,Primary Transit,2009,
WASP-18 b,3316.11,13.05,0.02,1.24,100,0,Primary Transit,2009,
WASP-19 b,354.19,15.62,0.02,0.9,,0,Primary Transit,2009,
WASP-20 b,99.52,16.34,0.06,1.2,210,0,Primary Transit,2011,
WASP-21 b,95.38,13.55,0.05,1.01,230,0,Primary Transit,2010,
WASP-22 b,196.17,13.43,0.05,1.1,300,0,Primary Transit,2010,
WASP-23 b,281.06,10.77,0.04,0.78,,0,Primary Transit,2010,
WASP-24 b,340.51,14.56,0.04,1.13,332.5,0,Primary Transit,2010,
WASP-25 b,184.41,14.11,0.05,1,169,0,Primary Transit,2010,
